weight,v1_id,rid,v2_id
1,0,0,21
1,1,0,2
1,2,0,1
1,3,0,22
1,4,0,23
1,5,0,24
1,5,0,25
1,5,0,26
1,6,0,7
1,7,0,6
1,8,0,27
1,9,0,28
1,9,0,29
1,10,0,30
1,11,0,31
1,11,0,32
1,12,0,33
1,12,0,34
1,13,0,35
1,13,0,36
1,13,0,37
1,13,0,38
1,13,0,39
1,14,0,40
1,15,0,41
1,16,0,42
1,17,0,43
1,18,0,44
1,19,0,45
1,20,0,46
1,20,0,46
